time channel1 channel2 channel3 channel4 channel5 channel6 channel7 channel8 class
1921 -2e-05 0.0 -4e-05 -2e-05 -2.9999999999999997e-05 -1e-05 -2e-05 -2.9999999999999997e-05 1
1922 -2e-05 0.0 -4e-05 -2e-05 -2.9999999999999997e-05 -1e-05 -2e-05 -2.9999999999999997e-05 1
1923 -2e-05 0.0 -4e-05 -2e-05 -2.9999999999999997e-05 -1e-05 -2e-05 -2.9999999999999997e-05 1
1924 -2e-05 0.0 -4e-05 -2e-05 -2.9999999999999997e-05 -1e-05 -2e-05 -2.9999999999999997e-05 1
1925 -2e-05 0.0 -4e-05 -2e-05 -2.9999999999999997e-05 -1e-05 -2e-05 -2.9999999999999997e-05 1
1926 -1e-05 -1e-05 1e-05 1e-05 -2e-05 -1e-05 -1e-05 1e-05 1
1927 0.0 -2.9999999999999997e-05 -2e-05 -1e-05 1e-05 0.0 0.0 -1e-05 1
1929 0.0 -2.9999999999999997e-05 -2e-05 -1e-05 1e-05 0.0 0.0 -1e-05 1
1930 0.0 -2.9999999999999997e-05 -2e-05 -1e-05 1e-05 0.0 0.0 -1e-05 1
1931 0.0 -2.9999999999999997e-05 -2e-05 -1e-05 1e-05 0.0 0.0 -1e-05 1
1932 0.0 -2.9999999999999997e-05 -2e-05 -1e-05 1e-05 0.0 0.0 -1e-05 1
1933 0.0 -2.9999999999999997e-05 -2e-05 -1e-05 1e-05 0.0 0.0 -1e-05 1
1934 0.0 -2.9999999999999997e-05 -2e-05 -1e-05 1e-05 0.0 0.0 -1e-05 1
1935 0.0 -2.9999999999999997e-05 -2e-05 -1e-05 1e-05 0.0 0.0 -1e-05 1
1936 0.0 -2.9999999999999997e-05 -2e-05 -1e-05 1e-05 0.0 0.0 -1e-05 1
1938 0.0 -2.9999999999999997e-05 -2e-05 -1e-05 1e-05 0.0 0.0 -1e-05 1
1939 0.0 -2.9999999999999997e-05 -2e-05 -1e-05 1e-05 0.0 0.0 -1e-05 1
1940 0.0 -2.9999999999999997e-05 -2e-05 -1e-05 1e-05 0.0 0.0 -1e-05 1
1941 -1e-05 0.0 2e-05 2e-05 -1e-05 -1e-05 0.0 -2e-05 1
1942 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1943 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1944 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1945 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1946 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1947 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1948 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1949 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1950 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1951 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1952 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1953 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1954 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1955 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1956 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1957 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1958 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1959 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1960 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1961 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1962 -1e-05 -1e-05 -1e-05 0.0 0.0 0.0 -1e-05 -2e-05 1
1963 0.0 -2e-05 -1e-05 0.0 -1e-05 0.0 1e-05 0.0 1
1964 0.0 -2e-05 -1e-05 0.0 -1e-05 0.0 1e-05 0.0 1
1965 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1966 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1967 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1968 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1969 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1970 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1971 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1972 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1973 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1974 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1975 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1976 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1977 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1978 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1979 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1980 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1981 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1982 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1983 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1984 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1985 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 -2e-05 1
1986 0.0 0.0 0.0 -1e-05 0.0 -2e-05 0.0 1e-05 1
1988 -1e-05 -2e-05 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 -1e-05 0.0 1
1989 -1e-05 -2e-05 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 -1e-05 0.0 1
1990 -1e-05 -2e-05 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 -1e-05 0.0 1
1991 -1e-05 -2e-05 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 -1e-05 0.0 1
1992 -1e-05 -2e-05 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 -1e-05 0.0 1
1993 -1e-05 -2e-05 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 -1e-05 0.0 1
1994 -1e-05 -2e-05 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 -1e-05 0.0 1
1995 -1e-05 -2e-05 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 -1e-05 0.0 1
1996 -1e-05 -2e-05 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 -1e-05 0.0 1
1997 -1e-05 -2e-05 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 -1e-05 0.0 1
1998 -1e-05 -2e-05 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 -1e-05 0.0 1
1999 -1e-05 -2e-05 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 -1e-05 0.0 1
2000 -1e-05 -2e-05 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 -1e-05 0.0 1
2001 0.0 -1e-05 0.0 -1e-05 0.0 -2e-05 -2e-05 -2e-05 1
2002 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2003 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2004 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2005 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2006 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2007 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2008 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2009 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2010 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2011 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2012 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2013 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2014 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2015 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2016 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2017 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2018 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2019 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2020 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2021 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2022 -1e-05 -1e-05 -1e-05 1e-05 -2.9999999999999997e-05 0.0 -2e-05 0.0 1
2023 -1e-05 -1e-05 -2e-05 -2e-05 -1e-05 -2e-05 -1e-05 -1e-05 1
2024 -1e-05 -1e-05 -2e-05 -2e-05 -1e-05 -2e-05 -1e-05 -1e-05 1
2025 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2026 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2027 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2028 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2029 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2030 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2031 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2032 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2033 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2034 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2035 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2036 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2038 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2039 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2040 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2041 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2042 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2043 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2044 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2045 -1e-05 -4e-05 -1e-05 -2e-05 1e-05 -1e-05 0.0 -1e-05 1
2046 0.0 -2e-05 0.0 -2e-05 1e-05 0.0 1e-05 -1e-05 1
2047 -1e-05 -1e-05 -1e-05 -2.9999999999999997e-05 -2e-05 -2e-05 -1e-05 -2e-05 1
2048 -1e-05 -1e-05 -1e-05 -2.9999999999999997e-05 -2e-05 -2e-05 -1e-05 -2e-05 1
2049 -1e-05 -1e-05 -1e-05 -2.9999999999999997e-05 -2e-05 -2e-05 -1e-05 -2e-05 1
2050 -1e-05 -1e-05 -1e-05 -2.9999999999999997e-05 -2e-05 -2e-05 -1e-05 -2e-05 1
2051 -1e-05 -1e-05 -1e-05 -2.9999999999999997e-05 -2e-05 -2e-05 -1e-05 -2e-05 1
2052 -1e-05 -1e-05 -1e-05 -2.9999999999999997e-05 -2e-05 -2e-05 -1e-05 -2e-05 1
2053 -1e-05 -1e-05 -1e-05 -2.9999999999999997e-05 -2e-05 -2e-05 -1e-05 -2e-05 1
2054 -1e-05 -1e-05 -1e-05 -2.9999999999999997e-05 -2e-05 -2e-05 -1e-05 -2e-05 1
2055 -1e-05 -1e-05 -1e-05 -2.9999999999999997e-05 -2e-05 -2e-05 -1e-05 -2e-05 1
2056 -1e-05 -1e-05 -1e-05 -2.9999999999999997e-05 -2e-05 -2e-05 -1e-05 -2e-05 1
2057 -1e-05 -1e-05 -1e-05 -2.9999999999999997e-05 -2e-05 -2e-05 -1e-05 -2e-05 1
2058 -1e-05 -1e-05 -1e-05 -2.9999999999999997e-05 -2e-05 -2e-05 -1e-05 -2e-05 1
2059 -1e-05 -1e-05 -1e-05 -2.9999999999999997e-05 -2e-05 -2e-05 -1e-05 -2e-05 1
2060 -1e-05 0.0 0.0 0.0 1e-05 -2e-05 -1e-05 -1e-05 1
2061 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2062 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2063 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2064 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2065 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2066 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2067 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2068 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2069 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2070 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2071 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2072 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2073 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2074 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2075 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2076 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2077 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2078 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2079 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2080 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2081 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2082 -2e-05 -2e-05 -1e-05 -1e-05 0.0 -1e-05 0.0 -2e-05 1
2083 0.0 2.9999999999999997e-05 0.0 2e-05 -1e-05 1e-05 0.0 0.0 1
2084 0.0 2.9999999999999997e-05 0.0 2e-05 -1e-05 1e-05 0.0 0.0 1
