time channel1 channel2 channel3 channel4 channel5 channel6 channel7 channel8 class
1984 -1e-05 1e-05 0.0 -1e-05 0.0 -1e-05 0.0 0.0 1
1985 -1e-05 1e-05 0.0 -1e-05 0.0 -1e-05 0.0 0.0 1
1986 -1e-05 1e-05 0.0 -1e-05 0.0 -1e-05 0.0 0.0 1
1988 -1e-05 1e-05 0.0 -1e-05 0.0 -1e-05 0.0 0.0 1
1990 -1e-05 1e-05 0.0 -1e-05 0.0 -1e-05 0.0 0.0 1
1991 -1e-05 1e-05 0.0 -1e-05 0.0 -1e-05 0.0 0.0 1
1992 -1e-05 1e-05 0.0 -1e-05 0.0 -1e-05 0.0 0.0 1
1993 -1e-05 1e-05 0.0 -1e-05 0.0 -1e-05 0.0 0.0 1
1994 -1e-05 1e-05 0.0 -1e-05 0.0 -1e-05 0.0 0.0 1
1995 -1e-05 1e-05 0.0 -1e-05 0.0 -1e-05 0.0 0.0 1
1996 -1e-05 -1e-05 -1e-05 -1e-05 0.0 -1e-05 -1e-05 -2e-05 1
1997 -1e-05 -1e-05 -1e-05 -1e-05 0.0 -1e-05 -1e-05 -2e-05 1
1998 0.0 0.0 -1e-05 1e-05 0.0 0.0 -2.9999999999999997e-05 -2e-05 1
1999 0.0 0.0 -1e-05 1e-05 0.0 0.0 -2.9999999999999997e-05 -2e-05 1
2000 0.0 0.0 -1e-05 1e-05 0.0 0.0 -2.9999999999999997e-05 -2e-05 1
2001 0.0 0.0 -1e-05 1e-05 0.0 0.0 -2.9999999999999997e-05 -2e-05 1
2002 0.0 0.0 -1e-05 1e-05 0.0 0.0 -2.9999999999999997e-05 -2e-05 1
2003 0.0 0.0 -1e-05 1e-05 0.0 0.0 -2.9999999999999997e-05 -2e-05 1
2004 0.0 0.0 -1e-05 1e-05 0.0 0.0 -2.9999999999999997e-05 -2e-05 1
2005 0.0 0.0 -1e-05 1e-05 0.0 0.0 -2.9999999999999997e-05 -2e-05 1
2006 0.0 0.0 -1e-05 1e-05 0.0 0.0 -2.9999999999999997e-05 -2e-05 1
2007 0.0 0.0 -1e-05 1e-05 0.0 0.0 -2.9999999999999997e-05 -2e-05 1
2008 0.0 0.0 -1e-05 1e-05 0.0 0.0 -2.9999999999999997e-05 -2e-05 1
2009 0.0 0.0 -1e-05 1e-05 0.0 0.0 -2.9999999999999997e-05 -2e-05 1
2010 -2e-05 -2.9999999999999997e-05 -2.9999999999999997e-05 -2.9999999999999997e-05 -2e-05 -1e-05 -1e-05 -1e-05 1
2011 -2e-05 -2.9999999999999997e-05 -2.9999999999999997e-05 -2.9999999999999997e-05 -2e-05 -1e-05 -1e-05 -1e-05 1
2012 -2e-05 -2.9999999999999997e-05 -2.9999999999999997e-05 -2.9999999999999997e-05 -2e-05 -1e-05 -1e-05 -1e-05 1
2013 -2e-05 -2.9999999999999997e-05 -2.9999999999999997e-05 -2.9999999999999997e-05 -2e-05 -1e-05 -1e-05 -1e-05 1
2014 -2e-05 -2.9999999999999997e-05 -2.9999999999999997e-05 -2.9999999999999997e-05 -2e-05 -1e-05 -1e-05 -1e-05 1
2015 -2e-05 -2.9999999999999997e-05 -2.9999999999999997e-05 -2.9999999999999997e-05 -2e-05 -1e-05 -1e-05 -1e-05 1
