time channel1 channel2 channel3 channel4 channel5 channel6 channel7 channel8 class
1223 -2.9999999999999997e-05 -4e-05 -1e-05 1e-05 2e-05 1e-05 0.0 -2e-05 1
1224 -2.9999999999999997e-05 -4e-05 -1e-05 1e-05 2e-05 1e-05 0.0 -2e-05 1
1225 -2.9999999999999997e-05 -4e-05 -1e-05 1e-05 2e-05 1e-05 0.0 -2e-05 1
1226 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1227 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1228 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1229 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1230 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1231 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1232 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1233 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1234 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1235 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1236 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1239 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1240 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1241 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1242 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1243 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1244 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1245 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1246 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1247 0.0 0.0 0.0 -2e-05 -2.9999999999999997e-05 1e-05 0.0 1e-05 1
1248 -1e-05 -1e-05 -4e-05 4e-05 0.0 0.0 0.0 -2.9999999999999997e-05 1
1249 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1250 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1251 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1252 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1253 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1254 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1255 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1256 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1257 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1258 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1259 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1260 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1261 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1262 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1263 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1264 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1265 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1266 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1267 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1268 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1269 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1270 2e-05 1e-05 -2.9999999999999997e-05 1e-05 0.0 -2e-05 -2e-05 -2e-05 1
1271 1e-05 -1e-05 -1e-05 -1e-05 -1e-05 -2e-05 -1e-05 -5e-05 1
1272 1e-05 -1e-05 -1e-05 -1e-05 -1e-05 -2e-05 -1e-05 -5e-05 1
1273 1e-05 -1e-05 -1e-05 -1e-05 -1e-05 -2e-05 -1e-05 -5e-05 1
1274 1e-05 -1e-05 -1e-05 -1e-05 -1e-05 -2e-05 -1e-05 -5e-05 1
1275 1e-05 -1e-05 -1e-05 -1e-05 -1e-05 -2e-05 -1e-05 -5e-05 1
1276 1e-05 -1e-05 -1e-05 -1e-05 -1e-05 -2e-05 -1e-05 -5e-05 1
1277 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1278 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1279 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1280 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1281 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1282 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1283 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1284 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1285 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1286 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1288 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1289 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1290 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1292 -2e-05 -2.9999999999999997e-05 -1e-05 0.0 1e-05 2e-05 0.0 0.0 1
1293 0.0 5e-05 0.0 1e-05 -2.9999999999999997e-05 -1e-05 0.0 0.0 1
1294 0.0 5e-05 0.0 1e-05 -2.9999999999999997e-05 -1e-05 0.0 0.0 1
1295 0.0 5e-05 0.0 1e-05 -2.9999999999999997e-05 -1e-05 0.0 0.0 1
1296 0.0 5e-05 0.0 1e-05 -2.9999999999999997e-05 -1e-05 0.0 0.0 1
1297 0.0 5e-05 0.0 1e-05 -2.9999999999999997e-05 -1e-05 0.0 0.0 1
1298 0.0 5e-05 0.0 1e-05 -2.9999999999999997e-05 -1e-05 0.0 0.0 1
1299 0.0 5e-05 0.0 1e-05 -2.9999999999999997e-05 -1e-05 0.0 0.0 1
1300 -2e-05 -2.9999999999999997e-05 -4e-05 -2e-05 0.0 0.0 1e-05 2e-05 1
1301 -2e-05 1e-05 5e-05 1e-05 2e-05 0.0 -1e-05 -2e-05 1
1302 -2e-05 1e-05 5e-05 1e-05 2e-05 0.0 -1e-05 -2e-05 1
1303 -2e-05 1e-05 5e-05 1e-05 2e-05 0.0 -1e-05 -2e-05 1
1304 -2e-05 1e-05 5e-05 1e-05 2e-05 0.0 -1e-05 -2e-05 1
1305 -2e-05 1e-05 5e-05 1e-05 2e-05 0.0 -1e-05 -2e-05 1
1306 -2e-05 1e-05 5e-05 1e-05 2e-05 0.0 -1e-05 -2e-05 1
1307 -2e-05 1e-05 5e-05 1e-05 2e-05 0.0 -1e-05 -2e-05 1
1308 -2e-05 1e-05 5e-05 1e-05 2e-05 0.0 -1e-05 -2e-05 1
1309 -2e-05 1e-05 5e-05 1e-05 2e-05 0.0 -1e-05 -2e-05 1
1310 -2e-05 1e-05 5e-05 1e-05 2e-05 0.0 -1e-05 -2e-05 1
1311 -2e-05 1e-05 5e-05 1e-05 2e-05 0.0 -1e-05 -2e-05 1
1312 -2e-05 1e-05 5e-05 1e-05 2e-05 0.0 -1e-05 -2e-05 1
1313 -2e-05 1e-05 5e-05 1e-05 2e-05 0.0 -1e-05 -2e-05 1
