time channel1 channel2 channel3 channel4 channel5 channel6 channel7 channel8 class
857 2e-05 -1e-05 1e-05 0.0 -2.9999999999999997e-05 2e-05 -1e-05 -1e-05 1
858 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
859 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
860 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
861 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
862 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
863 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
864 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
865 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
866 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
867 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
868 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
869 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
870 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
871 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
872 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
873 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
874 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
875 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
876 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
877 0.0 -1e-05 1e-05 0.0 0.0 0.0 0.0 -2.9999999999999997e-05 1
878 -1e-05 1e-05 0.0 1e-05 0.0 1e-05 -1e-05 -2e-05 1
879 -1e-05 1e-05 0.0 1e-05 0.0 1e-05 -1e-05 -2e-05 1
880 -1e-05 -2.9999999999999997e-05 -4e-05 -1e-05 2e-05 -2e-05 -1e-05 1e-05 1
881 -1e-05 -2.9999999999999997e-05 -4e-05 -1e-05 2e-05 -2e-05 -1e-05 1e-05 1
