time channel1 channel2 channel3 channel4 channel5 channel6 channel7 channel8 class
1 0.0 1e-05 0.0 1e-05 -5.9999999999999995e-05 -4e-05 -2e-05 0.0 1
4 0.0 1e-05 0.0 1e-05 -5.9999999999999995e-05 -4e-05 -2e-05 0.0 1
5 0.0 1e-05 0.0 1e-05 -5.9999999999999995e-05 -4e-05 -2e-05 0.0 1
6 0.0 1e-05 0.0 1e-05 -5.9999999999999995e-05 -4e-05 -2e-05 0.0 1
7 0.0 1e-05 0.0 1e-05 -5.9999999999999995e-05 -4e-05 -2e-05 0.0 1
8 0.0 1e-05 0.0 1e-05 -5.9999999999999995e-05 -4e-05 -2e-05 0.0 1
9 0.0 1e-05 0.0 1e-05 -5.9999999999999995e-05 -4e-05 -2e-05 0.0 1
10 0.0 1e-05 0.0 1e-05 -5.9999999999999995e-05 -4e-05 -2e-05 0.0 1
11 0.0 1e-05 0.0 1e-05 -5.9999999999999995e-05 -4e-05 -2e-05 0.0 1
12 0.0 1e-05 0.0 1e-05 -5.9999999999999995e-05 -4e-05 -2e-05 0.0 1
13 -4e-05 -2.9999999999999997e-05 -5.9999999999999995e-05 -4e-05 -2e-05 1e-05 -1e-05 -2.9999999999999997e-05 1
14 -4e-05 -2.9999999999999997e-05 -5.9999999999999995e-05 -4e-05 -2e-05 1e-05 -1e-05 -2.9999999999999997e-05 1
15 -4e-05 -2.9999999999999997e-05 -5.9999999999999995e-05 -4e-05 -2e-05 1e-05 -1e-05 -2.9999999999999997e-05 1
16 -4e-05 -2.9999999999999997e-05 -5.9999999999999995e-05 -4e-05 -2e-05 1e-05 -1e-05 -2.9999999999999997e-05 1
17 -4e-05 -2.9999999999999997e-05 -5.9999999999999995e-05 -4e-05 -2e-05 1e-05 -1e-05 -2.9999999999999997e-05 1
18 0.0 2e-05 1e-05 1e-05 -1e-05 -2e-05 0.0 -1e-05 1
19 -1e-05 1e-05 2e-05 1e-05 1e-05 7e-05 -1e-05 0.0 1
20 -1e-05 1e-05 2e-05 1e-05 1e-05 7e-05 -1e-05 0.0 1
21 -1e-05 1e-05 2e-05 1e-05 1e-05 7e-05 -1e-05 0.0 1
22 -1e-05 1e-05 2e-05 1e-05 1e-05 7e-05 -1e-05 0.0 1
23 -1e-05 1e-05 2e-05 1e-05 1e-05 7e-05 -1e-05 0.0 1
24 -1e-05 1e-05 2e-05 1e-05 1e-05 7e-05 -1e-05 0.0 1
25 -1e-05 1e-05 2e-05 1e-05 1e-05 7e-05 -1e-05 0.0 1
